year,title,performer,weeks_on_chart
2009,Love Drunk,Boys Like Girls,20
2009,Never Say Never,The Fray,20
2009,New Divide,Linkin Park,20
2009,Out Last Night,Kenny Chesney,20
2009,People Are Crazy,Billy Currington,20
2009,Rockin' That Thang,The-Dream,20
2009,Run This Town,"Jay-Z, Rihanna & Kanye West",20
2009,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,20
2009,She Wolf,Shakira,20
2009,Sideways,Dierks Bentley,20
2009,Small Town USA,Justin Moore,20
2009,Then,Brad Paisley,20
2009,Toes,Zac Brown Band,20
2009,Turn My Swag On,Soulja Boy Tell'em,20
2009,Whatever It Is,Zac Brown Band,20
2009,You're A Jerk,New Boyz,20
2009,Ain't I,Yung L.A. Featuring Young Dro & T.I.,19
2009,Boots On,Randy Houser,19
2009,Come Back To Me,David Cook,19
2009,Hot N Cold,Katy Perry,19
2009,If U Seek Amy,Britney Spears,19
2009,Let It Rock,Kevin Rudolf Featuring Lil Wayne,19
2009,Lucky,Jason Mraz & Colbie Caillat,19
2009,Only You Can Love Me This Way,Keith Urban,19
2009,Sexy Chick,David Guetta Featuring Akon,19
2009,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,19
2009,She's Country,Jason Aldean,19
2009,Smile,Uncle Kracker,19
2009,Viva La Vida,Coldplay,19
2009,Boyfriend #2,Pleasure P,18
2010,"Hey, Soul Sister",Train,43
2010,Need You Now,Lady Antebellum,42
2010,Breakeven,The Script,41
2010,Haven't Met You Yet,Michael Buble,33
2010,In My Head,Jason Derulo,33
2010,I Like It,Enrique Iglesias Featuring Pitbull,31
2010,Airplanes,B.o.B Featuring Hayley Williams,30
2010,OMG,Usher Featuring will.i.am,30
2010,Telephone,Lady Gaga Featuring Beyonce,30
2010,Whataya Want From Me,Adam Lambert,30
2010,Break Your Heart,Taio Cruz Featuring Ludacris,29
2010,Cooler Than Me,Mike Posner,29
2010,I Gotta Feeling,The Black Eyed Peas,29
2010,Animal,Neon Trees,28
2010,Dynamite,Taio Cruz,28
2010,Nothin' On You,B.o.B Featuring Bruno Mars,28
2010,Ridin' Solo,Jason Derulo,28
2010,TiK ToK,Ke$ha,28
2010,Your Love Is My Drug,Ke$ha,28
2010,Bad Romance,Lady Gaga,27
2010,Billionaire,Travie McCoy Featuring Bruno Mars,27
2010,Bulletproof,La Roux,27
2010,California Gurls,Katy Perry Featuring Snoop Dogg,27
2010,Imma Be,The Black Eyed Peas,25
2010,Love The Way You Lie,Eminem Featuring Rihanna,25
2010,Not Afraid,Eminem,25
2010,Secrets,OneRepublic,25
2010,There Goes My Baby,Usher,25
2010,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24
2010,All The Right Moves,OneRepublic,24
2010,Carry Out,Timbaland Featuring Justin Timberlake,24
2010,Club Can't Handle Me,Flo Rida Featuring David Guetta,24
2010,Deuces,Chris Brown Featuring Tyga & Kevin McCall,24
2010,Say Aah,Trey Songz Featuring Fabolous,24
2010,Alejandro,Lady Gaga,23
2010,If I Die Young,The Band Perry,23
2010,BedRock,Young Money Featuring Lloyd,22
2010,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,22
2010,King Of Anything,Sara Bareilles,22
2010,Live Like We're Dying,Kris Allen,22
2010,Rude Boy,Rihanna,22
2010,Farmer's Daughter,Rodney Atkins,21
2010,Find Your Love,Drake,21
2010,Hey Daddy (Daddy's Home),Usher Featuring Plies,21
2010,Just The Way You Are,Bruno Mars,21
2010,Naturally,Selena Gomez & The Scene,21
2010,Sexy Chick,David Guetta Featuring Akon,21
2010,Teenage Dream,Katy Perry,21
2010,A Little More Country Than That,Easton Corbin,20
2010,American Honey,Lady Antebellum,20
2010,Baby,Justin Bieber Featuring Ludacris,20
2010,Blah Blah Blah,Ke$ha Featuring 3OH!3,20
2010,Come Back Song,Darius Rucker,20
2010,Drop The World,Lil Wayne Featuring Eminem,20
2010,Fancy,Drake Featuring T.I. & Swizz Beatz,20
2010,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,20
2010,Gimmie That Girl,Joe Nichols,20
2010,Got Your Back,T.I. Featuring Keri Hilson,20
2010,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,20
2010,Highway 20 Ride,Zac Brown Band,20
2010,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,20
2010,How Low,Ludacris,20
2010,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",20
2010,I Never Told You,Colbie Caillat,20
2010,If I Had You,Adam Lambert,20
2010,If It's Love,Train,20
2010,Impossible,Shontelle,20
2010,Little White Church,Little Big Town,20
2010,Love Like Crazy,Lee Brice,20
2010,"Lover, Lover",Jerrod Niemann,20
2010,Magic,B.o.B Featuring Rivers Cuomo,20
2010,Misery,Maroon 5,20
2010,Miss Me,Drake Featuring Lil Wayne,20
2010,My Chick Bad,Ludacris Featuring Nicki Minaj,20
2010,Neighbors Know My Name,Trey Songz,20
2010,Our Kind Of Love,Lady Antebellum,20
2010,Over,Drake,20
2010,Pray For You,Jaron And The Long Road To Love,20
2010,Pretty Good At Drinkin' Beer,Billy Currington,20
2010,Rain Is A Good Thing,Luke Bryan,20
2010,Ride,Ciara Featuring Ludacris,20
2010,Say Something,Timbaland Featuring Drake,20
2010,Steady Mobbin',Young Money Featuring Gucci Mane,20
2010,Stuck Like Glue,Sugarland,20
2010,Take It Off,Ke$ha,20
2010,Teach Me How To Dougie,Cali Swag District,20
2010,The House That Built Me,Miranda Lambert,20
2010,The Man I Want To Be,Chris Young,20
2010,The Only Exception,Paramore,20
2010,This Afternoon,Nickelback,20
2010,Un-Thinkable (I'm Ready),Alicia Keys,20
2010,Young Forever,Jay-Z + Mr. Hudson,20
2010,Your Love,Nicki Minaj,20
2010,According To You,Orianthi,19
2010,All About Tonight,Blake Shelton,19
2010,Free,Zac Brown Band,19
2010,Halfway Gone,Lifehouse,19
2010,Heartbreak Warfare,John Mayer,19
2010,I Am,Mary J. Blige,19
2010,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,19
2011,Rolling In The Deep,Adele,49
2011,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39
2011,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38
2011,Crazy Girl,Eli Young Band,36
2011,Good Life,OneRepublic,34
2011,Pumped Up Kicks,Foster The People,34
2011,Super Bass,Nicki Minaj,34
2011,Just A Kiss,Lady Antebellum,33
2011,F**k You! (Forget You),CeeLo Green,32
2011,Firework,Katy Perry,31
2011,Just Can't Get Enough,The Black Eyed Peas,31
2011,The Show Goes On,Lupe Fiasco,31
2011,F**kin' Perfect,P!nk,30
2011,If I Die Young,The Band Perry,30
2011,Tonight Tonight,Hot Chelle Rae,30
2011,E.T.,Katy Perry Featuring Kanye West,29
2011,For The First Time,The Script,29
2011,On The Floor,Jennifer Lopez Featuring Pitbull,29
2011,Down On Me,Jeremih Featuring 50 Cent,28
2011,Dirt Road Anthem,Jason Aldean,27
2011,Just The Way You Are,Bruno Mars,27
2011,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27
2011,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27
2011,Love You Like A Love Song,Selena Gomez & The Scene,26
2011,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26
2011,The Lazy Song,Bruno Mars,26
2011,Blow,Ke$ha,25
2011,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25
2011,Grenade,Bruno Mars,25
2011,Motivation,Kelly Rowland Featuring Lil Wayne,25
2011,S&M,Rihanna Featuring Britney Spears,25
2011,All Of The Lights,Kanye West,24
2011,Barefoot Blue Jean Night,Jake Owen,24
2011,How To Love,Lil Wayne,24
2011,Someone Like You,Adele,24
2011,The Edge Of Glory,Lady Gaga,24
2011,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24
2011,God Gave Me You,Blake Shelton,23
2011,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23
2011,Last Friday Night (T.G.I.F.),Katy Perry,23
2011,Moment 4 Life,Nicki Minaj Featuring Drake,23
2011,Sure Thing,Miguel,23
2011,Take A Back Road,Rodney Atkins,23
2011,You Make Me Feel...,Cobra Starship Featuring Sabi,23
2011,Lighters,Bad Meets Evil Featuring Bruno Mars,22
2011,Roll Up,Wiz Khalifa,22
2011,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,22
2011,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21
2011,A Little Bit Stronger,Sara Evans,21
2011,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,21
2011,Country Must Be Country Wide,Brantley Gilbert,21
2011,Easy,Rascal Flatts Featuring Natasha Bedingfield,21
2011,Homeboy,Eric Church,21
2011,More,Usher,21
2011,My Last,Big Sean Featuring Chris Brown,21
2011,Tomorrow,Chris Young,21
2011,Am I The Only One,Dierks Bentley,20
2011,Are You Gonna Kiss Me Or Not,Thompson Square,20
2011,Backseat,New Boyz Featuring The Cataracs & Dev,20
2011,Best Love Song,T-Pain Featuring Chris Brown,20
2011,Best Thing I Never Had,Beyonce,20
2011,Born This Way,Lady Gaga,20
2011,Colder Weather,Zac Brown Band,20
2011,Country Girl (Shake It For Me),Luke Bryan,20
2011,Heart Like Mine,Miranda Lambert,20
2011,Hello,Martin Solveig & Dragonette,20
2011,Here For A Good Time,George Strait,20
2011,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,20
2011,Honey Bee,Blake Shelton,20
2011,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,20
2011,I Wanna Go,Britney Spears,20
2011,If Heaven Wasn't So Far Away,Justin Moore,20
2011,In The Dark,Dev,20
2011,Jar Of Hearts,Christina Perri,20
2011,John,Lil Wayne Featuring Rick Ross,20
2011,Just Fishin',Trace Adkins,20
2011,Keep Your Head Up,Andy Grammer,20
2011,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,20
2011,Made In America,Toby Keith,20
2011,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,20
2011,Mr. Saxobeat,Alexandra Stan,20
2011,Old Alabama,Brad Paisley Featuring Alabama,20
2011,Otis,Jay Z Kanye West Featuring Otis Redding,20
2011,Price Tag,Jessie J Featuring B.o.B,20
2011,Raise Your Glass,P!nk,20
2011,Remind Me,Brad Paisley Duet With Carrie Underwood,20
2011,She Ain't You,Chris Brown,20
2011,Take Over Control,Afrojack Featuring Eva Simons,20
2011,The Cave,Mumford & Sons,20
2011,What Do You Want,Jerrod Niemann,20
2011,What The Hell,Avril Lavigne,20
2011,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,20
2011,Who Says,Selena Gomez & The Scene,20
2011,Written In The Stars,Tinie Tempah Featuring Eric Turner,20
2011,You And I,Lady Gaga,20
2011,You And Tequila,Kenny Chesney Featuring Grace Potter,20
2011,You Lie,The Band Perry,20
2011,Baggage Claim,Miranda Lambert,19
2011,Better With The Lights Off,New Boyz Feat. Chris Brown,19
2011,Dynamite,Taio Cruz,19
2012,Lights,Ellie Goulding,51
2012,Somebody That I Used To Know,Gotye Featuring Kimbra,50
2012,I Won't Give Up,Jason Mraz,44
2012,Call Me Maybe,Carly Rae Jepsen,43
2012,Some Nights,fun.,43
2012,We Are Young,fun. Featuring Janelle Monae,40
2012,Everybody Talks,Neon Trees,39
2012,Too Close,Alex Clare,38
2012,Glad You Came,The Wanted,37
2012,Drive By,Train,36
2012,Wild Ones,Flo Rida Featuring Sia,36
2012,Stronger (What Doesn't Kill You),Kelly Clarkson,35
2012,Wanted,Hunter Hayes,34
2012,What Makes You Beautiful,One Direction,34
2012,Give Your Heart A Break,Demi Lovato,32
2012,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",32
2012,Titanium,David Guetta Featuring Sia,32
2012,Payphone,Maroon 5 Featuring Wiz Khalifa,31
2012,Starships,Nicki Minaj,31
2012,Little Talks,Of Monsters And Men,30
2012,The Motto,Drake Featuring Lil Wayne,30
2012,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29
2012,Take Care,Drake Featuring Rihanna,29
2012,Whistle,Flo Rida,29
2012,Ho Hey,The Lumineers,28
2012,It's Time,Imagine Dragons,28
2012,We Found Love,Rihanna Featuring Calvin Harris,28
2012,Set Fire To The Rain,Adele,27
2012,As Long As You Love Me,Justin Bieber Featuring Big Sean,26
2012,Feel So Close,Calvin Harris,26
2012,Heart Attack,Trey Songz,26
2012,No Lie,2 Chainz Featuring Drake,26
2012,One More Night,Maroon 5,26
2012,Sexy And I Know It,LMFAO,26
2012,Wide Awake,Katy Perry,26
2012,Don't Wake Me Up,Chris Brown,25
2012,Good Feeling,Flo Rida,25
2012,Home,Phillip Phillips,25
2012,Time Is Love,Josh Turner,25
2012,Where Have You Been,Rihanna,25
2012,Blow Me (One Last Kiss),P!nk,24
2012,Good Time,Owl City & Carly Rae Jepsen,24
2012,Turn Me On,David Guetta Featuring Nicki Minaj,24
2012,Burn It Down,Linkin Park,23
2012,Drunk On You,Luke Bryan,23
2012,Hard To Love,Lee Brice,23
2012,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23
2012,The A Team,Ed Sheeran,23
2012,Thinkin Bout You,Frank Ocean,23
2012,You Don't Know Her Like I Do,Brantley Gilbert,23
2012,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,22
2012,Blown Away,Carrie Underwood,22
2012,Brokenhearted,Karmin,22
2012,Cowboys And Angels,Dustin Lynch,22
2012,Drank In My Cup,Kirko Bangz,22
2012,Faded,Tyga Featuring Lil Wayne,22
2012,Part Of Me,Katy Perry,22
2012,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",22
2012,Springsteen,Eric Church,22
2012,We Run The Night,Havana Brown Featuring Pitbull,22
2012,Why Ya Wanna,Jana Kramer,22
2012,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,22
2012,Rack City,Tyga,21
2012,Rumour Has It,Adele,21
2012,Scream,Usher,21
2012,(Kissed You) Good Night,Gloriana,20
2012,2 Reasons,Trey Songz Featuring T.I.,20
2012,5-1-5-0,Dierks Bentley,20
2012,50 Ways To Say Goodbye,Train,20
2012,Adorn,Miguel,20
2012,Angel Eyes,Love And Theft,20
2012,Back In Time,Pitbull,20
2012,Bangarang,Skrillex Featuring Sirah,20
2012,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,20
2012,Birthday Cake,Rihanna Featuring Chris Brown,20
2012,Boyfriend,Justin Bieber,20
2012,Cashin' Out,Ca$h Out,20
2012,Climax,Usher,20
2012,Come Over,Kenny Chesney,20
2012,Come Wake Me Up,Rascal Flatts,20
2012,Crew Love,Drake Featuring The Weeknd,20
2012,Even If It Breaks Your Heart,Eli Young Band,20
2012,Fly Over States,Jason Aldean,20
2012,Good Girl,Carrie Underwood,20
2012,Leave You Alone,Young Jeezy Featuring Ne-Yo,20
2012,Lemme See,Usher Featuring Rick Ross,20
2012,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,20
2012,Let's Go,Calvin Harris Featuring Ne-Yo,20
2012,Lovin' You Is Fun,Easton Corbin,20
2012,Midnight City,M83.,20
2012,One Thing,One Direction,20
2012,Pontoon,Little Big Town,20
2012,Somethin' 'Bout A Truck,Kip Moore,20
2012,Take A Little Ride,Jason Aldean,20
2012,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",20
2012,Turn Up The Music,Chris Brown,20
2012,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,20
2012,Want U Back,Cher Lloyd,20
2012,"Work Hard, Play Hard",Wiz Khalifa,20
2012,A Woman Like You,Lee Brice,19
2013,Radioactive,Imagine Dragons,52
2013,Sail,AWOLNATION,47
2013,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,44
2013,Mirrors,Justin Timberlake,42
2013,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,39
2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,38
2013,Cruise,Florida Georgia Line Featuring Nelly,36
2013,Just Give Me A Reason,P!nk Featuring Nate Ruess,36
2013,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,35
2013,Demons,Imagine Dragons,34
2013,Ho Hey,The Lumineers,34
2013,When I Was Your Man,Bruno Mars,34
2013,Clarity,Zedd Featuring Foxes,33
2013,Safe And Sound,Capital Cities,33
2013,Stay,Rihanna Featuring Mikky Ekko,32
2013,"Gone, Gone, Gone",Phillip Phillips,30
2013,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,30
2013,Get Lucky,Daft Punk Featuring Pharrell Williams,29
2013,I Love It,Icona Pop Featuring Charli XCX,29
2013,Power Trip,J. Cole Featuring Miguel,29
2013,Brave,Sara Bareilles,27
2013,HeadBand,B.o.B Featuring 2 Chainz,27
2013,I Knew You Were Trouble.,Taylor Swift,27
2013,Sweater Weather,The Neighbourhood,27
2013,Bad,Wale Featuring Tiara Thomas Or Rihanna,26
2013,Counting Stars,OneRepublic,26
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,26
2013,Suit & Tie,Justin Timberlake Featuring JAY Z,26
2013,The Way,Ariana Grande Featuring Mac Miller,26
2013,Wagon Wheel,Darius Rucker,26
2013,We Can't Stop,Miley Cyrus,26
2013,I Need Your Love,Calvin Harris Featuring Ellie Goulding,25
2013,Locked Out Of Heaven,Bruno Mars,25
2013,Wake Me Up!,Avicii,25
2013,Feel This Moment,Pitbull Featuring Christina Aguilera,24
2013,Royals,Lorde,24
2013,Daylight,Maroon 5,23
2013,Holy Grail,Jay Z Featuring Justin Timberlake,23
2013,Summertime Sadness,Lana Del Rey & Cedric Gervais,23
2013,Treasure,Bruno Mars,23
2013,Come & Get It,Selena Gomez,22
2013,It Goes Like This,Thomas Rhett,22
2013,Love Me,Lil Wayne Featuring Drake & Future,22
2013,Started From The Bottom,Drake,22
2013,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21
2013,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21
2013,Crash My Party,Luke Bryan,21
2013,Gas Pedal,Sage The Gemini Featuring IamSu!,21
2013,Hey Girl,Billy Currington,21
2013,Love More,Chris Brown Featuring Nicki Minaj,21
2013,Love Somebody,Maroon 5,21
2013,Scream & Shout,will.i.am & Britney Spears,21
2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,21
2013,The Other Side,Jason Derulo,21
2013,Young And Beautiful,Lana Del Rey,21
2013,Alive,Krewella,20
2013,All Over The Road,Easton Corbin,20
2013,Anywhere With You,Jake Owen,20
2013,Aw Naw,Chris Young,20
2013,Beat This Summer,Brad Paisley,20
2013,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20
2013,Body Party,Ciara,20
2013,Bugatti,Ace Hood Featuring Future & Rick Ross,20
2013,Carry On,fun.,20
2013,Crooked Smile,J. Cole Featuring TLC,20
2013,DONE.,The Band Perry,20
2013,Don't Ya,Brett Eldredge,20
2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20
2013,Downtown,Lady Antebellum,20
2013,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20
2013,Get Your Shine On,Florida Georgia Line,20
2013,Harlem Shake,Baauer,20
2013,Heart Attack,Demi Lovato,20
2013,Hey Pretty Girl,Kip Moore,20
2013,Highway Don't Care,Tim McGraw With Taylor Swift,20
2013,How Many Drinks?,Miguel,20
2013,I Drive Your Truck,Lee Brice,20
2013,I Want Crazy,Hunter Hayes,20
2013,I Will Wait,Mumford & Sons,20
2013,Let Her Go,Passenger,20
2013,Little Bit Of Everything,Keith Urban,20
2013,Loveeeeeee Song,Rihanna Featuring Future,20
2013,Mama's Broken Heart,Miranda Lambert,20
2013,Mine Would Be You,Blake Shelton,20
2013,Next To Me,Emeli Sande,20
2013,Parking Lot Party,Lee Brice,20
2013,Pour It Up,Rihanna,20
2013,Red Nose,Sage The Gemini,20
2013,Redneck Crazy,Tyler Farr,20
2013,Rich As F**k,Lil Wayne Featuring 2 Chainz,20
2013,Round Here,Florida Georgia Line,20
2013,Runnin' Outta Moonlight,Randy Houser,20
2013,See You Again,Carrie Underwood,20
2013,Southern Girl,Tim McGraw,20
2013,Still Into You,Paramore,20
2013,Sure Be Cool If You Did,Blake Shelton,20
2013,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20
2013,Tom Ford,JAY-Z,20
2013,Troublemaker,Olly Murs Featuring Flo Rida,20
2013,Type Of Way,Rich Homie Quan,20
2014,All Of Me,John Legend,49
2014,Happy,Pharrell Williams,47
2014,Dark Horse,Katy Perry Featuring Juicy J,44
2014,Counting Stars,OneRepublic,42
2014,Fancy,Iggy Azalea Featuring Charli XCX,39
2014,Turn Down For What,DJ Snake & Lil Jon,37
2014,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,36
2014,Stay With Me,Sam Smith,36
2014,Pompeii,Bastille,35
2014,Rude,MAGIC!,34
2014,Latch,Disclosure Featuring Sam Smith,33
2014,Talk Dirty,Jason Derulo Featuring 2 Chainz,33
2014,Chandelier,Sia,32
2014,Am I Wrong,Nico & Vinz,31
2014,Best Day Of My Life,American Authors,31
2014,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,30
2014,Let It Go,Idina Menzel,30
2014,Habits (Stay High),Tove Lo,29
2014,Timber,Pitbull Featuring Ke$ha,29
2014,Trumpets,Jason Derulo,29
2014,Na Na,Trey Songz,28
2014,Wake Me Up!,Avicii,28
2014,Classic,MKTO,27
2014,Demons,Imagine Dragons,27
2014,Don't,Ed Sheeran,27
2014,Rather Be,Clean Bandit Featuring Jess Glynne,27
2014,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,27
2014,A Sky Full Of Stars,Coldplay,26
2014,Summer,Calvin Harris,26
2014,Team,Lorde,26
2014,Boom Clap,Charli XCX,25
2014,Bottoms Up,Brantley Gilbert,25
2014,Don't Tell 'Em,Jeremih Featuring YG,25
2014,Problem,Ariana Grande Featuring Iggy Azalea,25
2014,Riptide,Vance Joy,25
2014,Show Me,Kid Ink Featuring Chris Brown,25
2014,Story Of My Life,One Direction,25
2014,2 On,Tinashe Featuring ScHoolboy Q,24
2014,Ain't It Fun,Paramore,24
2014,Black Widow,Iggy Azalea Featuring Rita Ora,24
2014,All About That Bass,Meghan Trainor,23
2014,Cool Kids,Echosmith,23
2014,Let Her Go,Passenger,23
2014,Break Free,Ariana Grande Featuring Zedd,22
2014,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,22
2014,Maps,Maroon 5,22
2014,New Flame,Chris Brown Featuring Usher & Rick Ross,22
2014,Not A Bad Thing,Justin Timberlake,22
2014,The Monster,Eminem Featuring Rihanna,22
2014,Animals,Martin Garrix,21
2014,Burn,Ellie Goulding,21
2014,Come With Me Now,KONGOS,21
2014,Hey Brother,Avicii,21
2014,Leave The Night On,Sam Hunt,21
2014,Partition,Beyonce,21
2014,Stolen Dance,Milky Chance,21
2014,Wiggle,Jason Derulo Featuring Snoop Dogg,21
2014,0 To 100 / The Catch Up,Drake,20
2014,American Kids,Kenny Chesney,20
2014,Amnesia,5 Seconds Of Summer,20
2014,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",20
2014,Bartender,Lady Antebellum,20
2014,Beachin',Jake Owen,20
2014,Beat Of The Music,Brett Eldredge,20
2014,Believe Me,Lil Wayne Featuring Drake,20
2014,Burnin' It Down,Jason Aldean,20
2014,Cut Her Off,KCamp Featuring 2 Chainz,20
2014,Day Drinking,Little Big Town,20
2014,Dirt,Florida Georgia Line,20
2014,Drink To That All Night,Jerrod Niemann,20
2014,Drunk In Love,Beyonce Featuring Jay Z,20
2014,Drunk On A Plane,Dierks Bentley,20
2014,Get Me Some Of That,Thomas Rhett,20
2014,Girls Chase Boys,Ingrid Michaelson,20
2014,Give Me Back My Hometown,Eric Church,20
2014,Hope You Get Lonely Tonight,Cole Swindell,20
2014,Hot Boy,Bobby Shmurda,20
2014,Human,Christina Perri,20
2014,I Don't Dance,Lee Brice,20
2014,La La La,Naughty Boy Featuring Sam Smith,20
2014,Lettin' The Night Roll,Justin Moore,20
2014,Love Never Felt So Good,Michael Jackson & Justin Timberlake,20
2014,Love Runs Out,OneRepublic,20
2014,Main Chick,Kid Ink Featuring Chris Brown,20
2014,Me And My Broken Heart,Rixton,20
2014,Neon Lights,Demi Lovato,20
2014,No Flex Zone,Rae Sremmurd,20
2014,No Mediocre,T.I. Featuring Iggy Azalea,20
2014,On Top Of The World,Imagine Dragons,20
2014,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,20
2014,Paranoid,Ty Dolla $ign Featuring B.o.B,20
2014,Play It Again,Luke Bryan,20
2014,Ready Set Roll,Chase Rice,20
2014,Rewind,Rascal Flatts,20
2014,Roller Coaster,Luke Bryan,20
2014,Royals,Lorde,20
2014,Say Something,A Great Big World & Christina Aguilera,20
2014,She Looks So Perfect,5 Seconds Of Summer,20
2014,Shower,Becky G,20
2014,Sing,Ed Sheeran,20
2015,Uptown Funk!,Mark Ronson Featuring Bruno Mars,50
2015,Shut Up And Dance,WALK THE MOON,48
2015,Thinking Out Loud,Ed Sheeran,48
2015,Trap Queen,Fetty Wap,47
2015,Earned It (Fifty Shades Of Grey),The Weeknd,43
2015,Sugar,Maroon 5,42
2015,Watch Me,Silento,42
2015,Where Are U Now,Skrillex & Diplo With Justin Bieber,41
2015,See You Again,Wiz Khalifa Featuring Charlie Puth,40
2015,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,37
2015,Lean On,Major Lazer & DJ Snake Featuring MO,36
2015,Worth It,Fifth Harmony Featuring Kid Ink,36
2015,Renegades,X Ambassadors,35
2015,Want To Want Me,Jason Derulo,35
2015,Cheerleader,OMI,34
2015,Love Me Like You Do,Ellie Goulding,34
2015,Shake It Off,Taylor Swift,33
2015,Take Your Time,Sam Hunt,32
2015,Fight Song,Rachel Platten,31
2015,"Honey, I'm Good.",Andy Grammer,31
2015,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,30
2015,Elastic Heart,Sia,30
2015,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,30
2015,Photograph,Ed Sheeran,30
2015,Style,Taylor Swift,30
2015,Talking Body,Tove Lo,30
2015,Blank Space,Taylor Swift,29
2015,Stitches,Shawn Mendes,29
2015,The Hills,The Weeknd,29
2015,Can't Feel My Face,The Weeknd,27
2015,Flex (Ooh Ooh Ooh),Rich Homie Quan,27
2015,Uma Thurman,Fall Out Boy,27
2015,Slow Motion,Trey Songz,26
2015,Somebody,Natalie La Rose Featuring Jeremih,26
2015,Time Of Our Lives,Pitbull & Ne-Yo,26
2015,Good For You,Selena Gomez Featuring A$AP Rocky,25
2015,679,Fetty Wap Featuring Remy Boyz,24
2015,All About That Bass,Meghan Trainor,24
2015,Bad Blood,Taylor Swift Featuring Kendrick Lamar,24
2015,Girl Crush,Little Big Town,24
2015,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",24
2015,B**** Better Have My Money,Rihanna,23
2015,Budapest,George Ezra,23
2015,Ex's & Oh's,Elle King,23
2015,I'm Comin' Over,Chris Young,23
2015,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,23
2015,Take Me To Church,Hozier,23
2015,Burning House,Cam,22
2015,I'm Not The Only One,Sam Smith,22
2015,Like A Wrecking Ball,Eric Church,22
2015,My Way,Fetty Wap Featuring Monty,22
2015,Classic Man,Jidenna Featuring Roman GianArthur,21
