year,title,performer,weeks_on_chart,loudness,mean_active_notes,change_frequency,unique_chords,weighted_std,dynamic_range
1960,Walk -- Don't Run,The Ventures,18,-11.457108266180057,4.726760563380282,1.7678873239436619,7.0,105.48274818868653,713.1410958196908
1960,Am I That Easy To Forget,Debbie Reynolds,17,-16.0863043501263,3.854105332024861,1.2747791952894996,7.0,115.6929255208621,882.3414600271317
1960,Burning Bridges,Jack Scott,17,-15.204137396967045,4.181013561741613,1.2294075660242685,8.0,130.73223556774417,919.4598199219332
1960,Cathy's Clown,The Everly Brothers,17,-8.228146222137397,4.618341749470598,1.5816908291252647,7.0,105.5336776883567,1048.164785354484
1960,Fannie Mae,Buster Brown,17,-13.328430953818017,4.722288124423356,1.770923948859892,8.0,72.84828082112934,711.79792955043
1960,Handy Man,Jimmy Jones,17,-13.63211879609227,4.468619246861925,1.8210346139216431,8.0,109.37209439908713,758.1002645377627
1960,Kiddio,Brook Benton,17,-12.245278814426849,4.4228915662650605,1.6783132530120481,7.0,138.9393712901937,797.3341024350717
1960,Money (That's what I want),Barrett Strong,17,-12.787515796726414,4.62937166567872,1.9759928867812686,6.0,126.49959155284648,860.5373603560902
1960,My Heart Has A Mind Of Its Own,Connie Francis,17,-13.510739906938923,4.359753346367875,1.4068280944502933,8.0,88.32898228943675,839.6160079946789
1960,Night,Jackie Wilson,17,-13.048985560962969,4.22681721947777,1.6273817925194072,8.0,86.04873070543654,888.6835863911466
1960,Paper Roses,Anita Bryant,17,-11.153127697776327,4.071930056961187,1.3156709497946748,8.0,111.22669393168117,909.7876398493655
1960,Save The Last Dance For Me,The Drifters,17,-14.863843951707738,4.596813256851497,1.8223072020395157,7.0,112.019037934209,885.8664227401335
1960,Anymore,Teresa Brewer,16,,,,,,
1960,Chain Gang,Sam Cooke,16,-11.062730931898251,4.559401451027812,1.814087061668682,7.0,123.92115937110582,793.6787437188256
1960,Diamonds And Pearls,The Paradons,16,-8.401719014843396,4.214273460284783,1.4053868588094012,7.0,100.3841765839328,865.6654763166725
1960,Doggin' Around,Jackie Wilson,16,-15.454354741820568,4.164455110107284,1.486730660643704,7.0,140.06438313729493,1007.5152203807844
1960,Harbor Lights,The Platters,16,-15.05685892936021,4.3729128014842304,1.4014842300556587,6.0,124.4264307115997,812.1076732433166
1960,Ooh Poo Pah Doo - Part II,Jessie Hill,16,,,,,,
1960,Rockin' Little Angel,Ray Smith,16,-12.19407151805732,4.848405187521907,2.15913073957238,6.0,80.63883798444405,1064.048812011564
1960,Running Bear,Johnny Preston,16,-15.04619387493665,4.437072602939037,1.7488723992434163,7.0,140.7763405343662,936.7997960430412
1960,Sleep,Little Willie John,16,-11.02036451076407,4.591423624983353,1.625516047409775,8.0,109.72845789252607,729.3472392554712
1960,Stuck On You,Elvis Presley With The Jordanaires,16,-8.947577772168188,4.708395183902359,2.0395843641761506,6.0,124.10462292106628,926.6577141159079
1960,Teen Angel,Mark Dinning,16,-16.437172204065007,4.24005956813105,1.3852568875651528,7.0,129.9944091824091,833.3396635428971
1960,The Twist,Hank Ballard And The Midnighters,16,-7.59563150094459,4.820145018915511,1.8688524590163935,6.0,111.00354518229737,800.0297641101621
1960,What In The World's Come Over You,Jack Scott,16,-15.00906012957133,4.489234615918877,1.384081122378108,8.0,137.0567153881274,1083.932258050608
1960,Wild One,Bobby Rydell,16,-9.867026920879658,4.620728929384966,1.9209241783273674,7.0,92.44705776349339,840.7162946885738
1960,(There Was A) Tall Oak Tree,Dorsey Burnette,15,-18.167069417910298,4.785650062938321,1.7370976443085775,5.0,178.39095834058926,923.100724312316
1960,A Million To One,Jimmy Charles and The Revelletts,15,-9.084672083477304,4.313372634191746,1.3853552590753957,8.0,102.97269269777674,962.0359006023197
1960,All I Could Do Was Cry,Etta James,15,-13.493766572792504,4.424502536090519,1.4220314735336195,8.0,126.88052346482033,804.2958123793313
1960,Alley-Oop,Hollywood Argyles,15,-14.802978139609284,4.36147993435775,1.6189765776517977,7.0,135.7414127545489,849.528730681076
1960,Angela Jones,Johnny Ferguson,15,,,,,,
1960,Baby (You've Got What It Takes),Dinah Washington & Brook Benton,15,-14.488113734741733,4.444720840243228,1.9402985074626866,7.0,128.0514130475663,929.5881389911486
1960,Because They're Young,Duane Eddy And The Rebels,15,,,,,,
1960,Cherry Pie,Skip And Flip,15,,,,,,
1960,Cradle Of Love,Johnny Preston,15,-15.608943143467101,4.550165063872542,1.6138940720539687,7.0,122.88616035073608,875.9938364303233
1960,Dreamin',Johnny Burnette,15,-17.87487244756519,4.433038637851998,1.6067452521283563,7.0,121.81140691107282,849.6476718598866
1960,Good Timin',Jimmy Jones,15,-8.706736666282636,4.65546218487395,1.8977293044877526,5.0,86.8680393165584,829.4560035388846
1960,Harlem Nocturne,The Viscounts,15,-13.029001798935012,4.516494407475577,1.6277785643494267,8.0,131.7106884905348,1117.4529038797602
1960,I Want To Be Wanted,Brenda Lee,15,-12.313244061380674,3.8148053930297636,1.1526329178326125,8.0,120.42288118088463,863.5185341438729
1960,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,15,-12.814960144444324,4.794971613949716,1.9422546634225466,8.0,126.72639227066058,761.3161285010109
1960,Let It Be Me,The Everly Brothers,15,-16.975672401589186,4.141273828875425,1.1411260529037979,7.0,137.00628901984473,796.1964447116079
1960,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,15,-8.614985506743972,4.992910087012569,2.045117628101837,8.0,114.14877646598713,930.2775230958323
1960,Little Bitty Girl,Bobby Rydell,15,-12.55783692292733,4.358051846032993,1.733542812254517,8.0,96.11809189876702,848.1722964288324
1960,Never On Sunday,Don Costa And His Orchestra And Chorus,15,,,,,,
1960,North To Alaska,Johnny Horton,15,-17.92381435895718,4.768782113595334,1.8436328287737813,6.0,130.97315541240326,966.7310122950277
1960,Over The Rainbow,The Demensions,15,-6.776545370823829,3.7684781327360604,1.2259813745137333,7.0,139.96267379883878,930.1062472076095
1960,Stairway To Heaven,Neil Sedaka,15,-14.85257457315032,4.53534333525678,1.7475476053087131,7.0,116.23498557654376,862.4957768682619
1960,Step By Step,The Crests,15,-10.94210790173101,4.401174168297456,1.7793165738371217,7.0,127.74236066175685,952.0199511590064
1960,The Old Lamplighter,The Browns Featuring Jim Edward Brown,15,,,,,,
1960,Volare,Bobby Rydell,15,-10.91262985280189,4.458077709611452,1.691049237061507,7.0,95.32499523226807,919.572185388403
1960,Where Or When,Dion & The Belmonts,15,-10.401967161442062,4.173951828724353,1.287540886113589,6.0,101.91249774887764,759.1351342485141
1960,Wonderful World,Sam Cooke,15,-11.166699742286886,4.395369545859306,1.783793410507569,8.0,143.85303087225458,1104.5835234848066
1960,Baby What You Want Me To Do,Jimmy Reed,14,-12.564967187687733,4.731621750916919,1.7812151172061872,7.0,132.12313488750712,774.9941851452691
1960,Beyond The Sea,Bobby Darin,14,-12.61245159889218,4.85423944109241,2.1219434741187677,4.0,155.42889257318683,828.5090188244509
1960,Big Boy Pete,The Olympics,14,-15.352298832075164,4.714159604519774,1.8379237288135593,6.0,105.02669190455197,842.9229791885324
1960,Blue Angel,Roy Orbison,14,-14.887374420966001,4.4935888783911455,1.4809016061546767,8.0,99.63167677416095,800.1334406253101
1960,Clap Your Hands,The Beau-Marks,14,,,,,,
1960,Down By The Station,The Four Preps,14,-16.4466582551129,4.951615178445479,2.11313302299337,5.0,86.68234785114409,717.1691129655688
1960,El Paso,Marty Robbins,14,-12.634009968478184,4.702568688018208,1.7987319135099984,7.0,101.35754704266951,839.7008770320894
1960,Feel So Fine,Johnny Preston,14,-10.30094198798812,4.7953922106418,1.9952459316145548,6.0,90.09475870453173,727.5501213840171
1960,Forever,The Little Dippers,14,-12.600103508562924,4.304333712059731,1.1423470215874045,8.0,147.9930051628703,877.7418873266257
1960,Happy-Go-Lucky-Me,Paul Evans,14,-31.54076170332009,4.444919370507091,1.9879541480474063,7.0,83.81575892574888,1097.1262850621429
1960,In My Little Corner Of The World,Anita Bryant,14,-12.565689625349078,3.932338602452356,1.298566996602157,7.0,84.01390328583528,682.4304244048759
1960,Let's Think About Living,Bob Luman,14,-17.163505724854534,4.5509938695894485,2.0170908415381756,6.0,101.75168549131693,880.5721051406423
1960,Lonely Blue Boy,Conway Twitty,14,-15.064727792408009,4.556125941136208,1.6526351813826146,6.0,177.77393500988754,847.9956834460282
1960,Mack The Knife,Ella Fitzgerald,14,-12.843750937412379,4.755614585848829,1.752716735088143,6.0,130.1635506782645,1129.0359439730885
1960,One Of Us (Will Weep Tonight),Patti Page,14,,,,,,
1960,Pineapple Princess,Annette With The Afterbeats,14,,,,,,
1960,Puppy Love,Paul Anka,14,-8.534825623383608,4.197063805759458,1.4627329192546583,7.0,119.95901043325985,821.1407062622646
1960,Ta Ta,Clyde McPhatter,14,-10.396096841522725,4.902812447994675,1.8126144117157597,8.0,127.19986396165378,779.2280889344162
1960,Tell Laura I Love Her,Ray Peterson,14,-11.00461208678291,4.329159451178899,1.646996136938857,7.0,130.25544620625647,1108.9947791999732
1960,That's All You Gotta Do,Brenda Lee,14,-12.549960670519834,4.669853409815169,1.8766730401529637,7.0,123.3947643357101,810.19358088331
1960,This Bitter Earth,Dinah Washington,14,-13.092986125261818,4.0916090509113765,1.3456945317410434,8.0,136.62238813548092,1011.9676670555585
1960,Tracy's Theme,Spencer Ross,14,-12.81324768893929,3.7065974593634747,1.015435049856577,7.0,87.6157976566014,753.201405359589
1960,Walking To New Orleans,Fats Domino,14,-18.154224983965904,4.454509803921568,1.5831372549019609,6.0,123.308924572337,917.02474037119
1960,White Silver Sands,Bill Black's Combo,14,-16.68564110257263,4.743538767395626,1.9018198501299892,7.0,124.4898438442035,759.22333091041
1960,Why Do I Love You So,Johnny Tillotson,14,-11.585141663929498,4.132853898561696,1.4123769871309615,8.0,110.44793673767838,714.4802305729754
1961,Tossin' And Turnin',Bobby Lewis,23,-10.93977688250803,4.717394972161296,2.0192340138349922,8.0,86.25732961647377,830.4596461777041
1961,I Fall To Pieces,Patsy Cline,20,-15.572939795372681,3.9921703296703295,1.1472527472527472,7.0,130.93272397340743,882.4626474563005
1961,My True Story,The Jive Five With Joe Rene And Orchestra,19,,,,,,
1961,Let's Twist Again,Chubby Checker,18,-6.733735302571428,4.75584458347053,1.713533091866974,7.0,147.89621099244818,915.4811158002229
1961,Apache,Jorgen Ingmann & His Guitar,17,,,,,,
1961,"I Like It Like That, Part 1",Chris Kenner,17,-19.657350792099827,4.553515760304815,1.7357118115691028,7.0,164.17273854832533,861.6759496758376
1961,Michael,The Highwaymen,17,-16.102606241615266,4.136013447261521,1.3405238828967643,7.0,83.00181815114662,696.6810251301708
1961,Please Mr. Postman,The Marvelettes,17,-15.089610366234465,4.570874689826303,1.9773573200992556,7.0,111.10913911648481,1126.8543371961673
1961,Runaway,Del Shannon,17,-9.190308461698748,4.543915521287294,1.5454240697284614,8.0,90.37782527023738,778.4976367240455
1961,Running Scared,Roy Orbison,17,-16.49881036289822,4.409146877748461,1.7160949868073878,7.0,110.04509876709464,892.0067610936339
1961,You're The Reason,Bobby Edwards,17,,,,,,
1961,Better Tell Him No,The Starlets,16,-14.936410201127506,4.098649263924723,1.61208074062832,5.0,65.63426608989408,905.741622532909
1961,Bristol Stomp,The Dovells,16,-12.470946771230603,4.574020688485671,2.0583347464812616,8.0,93.04528693560941,1035.7057166540287
1961,But I Do,Clarence Henry,16,-11.033485040054133,4.425124792013311,1.6402662229617304,7.0,89.44393227558687,801.7031385110804
1961,Crying,Roy Orbison,16,-11.893192629442497,4.315055248618784,1.4872928176795581,8.0,149.9539753197882,1000.3760654198968
1961,Dedicated To The One I Love,The Shirelles,16,-9.878018372573136,4.254483670001888,1.4914102322069096,8.0,123.60423031849892,960.4353695231501
1961,Pony Time,Chubby Checker,16,-6.010403951883234,4.927680404231801,1.6557713563871783,5.0,101.61686536122858,895.1400013996745
1961,Portrait Of My Love,Steve Lawrence,16,-11.790966169210124,4.128327645051194,1.3583617747440273,8.0,93.06900420798111,669.1403201004664
1961,Raindrops,Dee Clark,16,-16.10022069779715,4.463558955116178,1.7050079376533411,8.0,154.39709373763836,933.9002708655756
1961,Spanish Harlem,Ben E. King,16,-16.964509211164444,4.292649783817171,1.467078443483632,8.0,149.91741559628107,992.8883481798276
1961,The Boll Weevil Song,Brook Benton,16,-13.848232621958322,4.800593031875463,1.904225352112676,8.0,134.06847055558413,1090.3818211767439
1961,Three Hearts In A Tangle,Roy Drusky,16,-12.389311581522756,4.2997916046442395,1.2951771360523965,7.0,85.211835327045,807.7970926181748
1961,Travelin' Man,Ricky Nelson,16,-12.757789264717246,4.489572989076465,1.4779874213836477,7.0,94.5686413504551,822.9812357352454
1961,Wheels,The String-A-Longs,16,-14.764593513757974,4.374093264248705,1.5672538860103626,8.0,182.53275395580738,752.883631869554
1961,Wooden Heart,Joe Dowell,16,-14.453705435850482,4.285959557420831,1.4902708889736742,7.0,115.20616265837019,833.6110502814605
1961,A Hundred Pounds Of Clay,Gene McDaniels,15,-16.51458269440186,4.622850332027925,1.7941426868721266,7.0,91.65016926305913,925.2164119737348
1961,Don't Worry,Marty Robbins,15,-13.913817052225122,4.339102411076629,1.3552160420148007,6.0,124.36149263714128,877.3052083438771
1961,Foot Stomping - Part 1,The Flares,15,,,,,,
1961,Hello Mary Lou,Ricky Nelson,15,-14.444059664850219,4.327124957670166,1.2150355570606164,4.0,106.69479970495358,831.838593506926
1961,Hello Walls,Faron Young,15,-16.93262504785622,4.671499232474842,1.4719426914548865,7.0,95.72716976636617,609.8149307022057
1961,I Love How You Love Me,The Paris Sisters,15,-16.78890797670652,4.051282051282051,1.1510791366906474,8.0,102.25162492536123,796.0391248258196
1961,I Understand (Just How You Feel),The G-Clefs,15,,,,,,
1961,It's Gonna Work Out Fine,Ike & Tina Turner,15,-16.496896919324588,5.142731829573935,2.208020050125313,7.0,123.71761560651073,981.9218396524311
1961,Just Out Of Reach (Of My Two Open Arms),Solomon Burke,15,-11.953541895586492,4.2474009553245295,1.3703287440292218,7.0,148.28430606136354,920.9953034424543
1961,Mexico,Bob Moore and His Orch.,15,,,,,,
1961,Missing You,Ray Peterson,15,-13.073808557743781,4.101853161691894,1.3040033951053898,8.0,112.6322850849074,765.4048125195495
1961,Moody River,Pat Boone,15,-13.380706412502049,4.185788192331102,1.54169202678028,6.0,108.06774687668867,828.8197496903184
1961,Quarter To Three,U.S. Bonds,15,-12.450811539364109,4.508279451190664,2.1469799716133102,8.0,75.41857027787383,737.6888092535854
1961,Take Good Care Of My Baby,Bobby Vee,15,-13.003647810456053,4.49313000150989,1.6376264532689113,8.0,97.81998727883246,931.8640707726234
1961,The Mountain's High,Dick and DeeDee,15,-16.179380836962874,4.990537343697195,1.895234876647516,7.0,96.87100545418234,754.5014364725688
1961,Where The Boys Are,Connie Francis,15,-12.992686645777633,3.8340482177192725,1.146871764531874,8.0,86.73052081745033,851.1582203751656
1961,Asia Minor,Kokomo,14,-12.861850041801876,4.2670830967253455,1.7932992617830779,8.0,132.05215551250103,880.2249887770448
1961,Baby Sittin' Boogie,Buzz Clifford,14,-13.561362059094291,4.440935894997146,1.869126878447784,7.0,102.77773140230745,834.2091945353678
1961,Blue Moon,The Marcels,14,-11.506644941088794,4.3906612012119055,1.5717340937444306,7.0,89.91697510532443,656.6504880877884
1961,Calcutta,Lawrence Welk And His Orchestra,14,,,,,,
1961,Candy Man,Roy Orbison,14,-12.217374927948924,4.877713537689538,1.769935638704047,7.0,100.56215627480127,650.9140368281816
1961,Daddy's Home,Shep And The Limelites,14,,,,,,
1961,Don't Bet Money Honey,Linda Scott,14,-15.649261052857103,4.1604030065568525,1.4621781544858468,8.0,77.14286492909558,518.3687592265751
1961,Exodus,Ferrante & Teicher,14,-17.026334580749822,3.7567747964223734,1.0311039914564144,7.0,69.345973722377,720.3584455508058
1961,Gee Whiz (Look At His Eyes),Carla Thomas,14,-11.42647022263961,4.314004914004914,1.318099918099918,8.0,116.78556416897702,773.5127488050422
1961,I've Told Every Little Star,Linda Scott,14,-15.680812552260162,4.297794756034033,1.653412050703247,8.0,90.24700169620395,689.0748050724109
1961,Just For Old Time's Sake,The McGuire Sisters,14,,,,,,
1961,Last Night,Mar-Keys,14,-13.151532531308895,4.586846793349169,1.7684085510688836,7.0,83.78412797534352,762.1554654927454
1961,Let's Get Together,Hayley Mills and Hayley Mills,14,,,,,,
1961,Mother-In-Law,Ernie K-Doe,14,-10.923274671194593,4.686705027256209,1.8004239854633555,6.0,103.73585227993964,840.9090257617721
1961,My Kind Of Girl,Matt Monro,14,-7.611310312144513,4.6327907317788535,1.7358850271300776,8.0,59.67044115964435,395.8929433199526
1961,Runaround Sue,Dion,14,-15.375386761500897,4.517811894470115,1.7480995677448203,7.0,102.80596795192189,758.6064335145765
1961,Sad Movies (Make Me Cry),Sue Thompson,14,-12.559193909825096,4.016350710900474,1.2611374407582938,8.0,137.89362296471057,1013.7885770835045
1961,Sea Of Heartbreak,Don Gibson,14,-17.5858375682696,4.365393465255408,1.4459272894615738,7.0,147.1077191844323,913.4103758379375
1961,Stand By Me,Ben E. King,14,-9.487472909938502,4.604073267580376,1.4689381324452415,5.0,146.62680998706438,842.1447650352479
1961,Take Good Care Of Her,Adam Wade,14,-14.905280260205537,4.4944788988050215,1.3362577522311299,6.0,129.97214257029967,901.7459150746953
1961,There's A Moon Out Tonight,The Capris,14,-14.64532291336325,4.262383096640111,1.6068583304468307,7.0,117.79025874833592,844.0619473921411
1961,Tonight I Fell In Love,The Tokens,14,-11.170442872470069,4.127089535149988,1.514540874742386,8.0,124.57016930133311,842.0065975156368
1961,Water Boy,Don Shirley Trio,14,-25.11204699084883,4.584571154767609,1.3322153010701165,8.0,73.20338269016774,540.8022167138282
